[Header]	
System	Liquids	
S/W Version	1.00	
User	James	
Date/Time	11/9/2015 12:19:48 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	
Catalyst	TC/TN	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:21:42 PM	1	3	IC	2.654	6.191	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	0	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:24:36 PM	1	4	IC	2.568	5.971	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	0	50	10.00	
Unknown	TOC	AOP1501E002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:27:30 PM	1	5	IC	2.360	5.439	TOC:31.51mg/L TC:37.78mg/L IC:6.271mg/L	1	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 4:38:04 PM	1	1	TC	13.07	38.33	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	0	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 4:41:43 PM	1	2	TC	13.05	38.28	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	0	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 4:45:24 PM	1	3	TC	13.08	38.36	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	0	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:49:29 PM	1	1	IC	3.511	8.383	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	1	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:52:15 PM	1	2	IC	3.371	8.025	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	0	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:55:08 PM	1	3	IC	3.191	7.564	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	0	50	10.00	
Unknown	TOC	AOP1501E003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 4:58:04 PM	1	4	IC	3.217	7.631	TOC:30.59mg/L TC:38.33mg/L IC:7.740mg/L	0	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 5:08:38 PM	1	1	TC	13.23	38.74	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	0	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 5:12:18 PM	1	2	TC	13.29	38.89	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	0	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 5:15:53 PM	1	3	TC	12.84	37.75	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	0	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:19:57 PM	1	1	IC	3.691	8.843	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	1	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:22:46 PM	1	2	IC	3.502	8.360	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	1	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:25:37 PM	1	3	IC	3.271	7.769	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	0	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:28:34 PM	1	4	IC	3.141	7.437	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	0	50	10.00	
Unknown	TOC	AOP1501E004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:31:32 PM	1	5	IC	3.017	7.119	TOC:31.02mg/L TC:38.46mg/L IC:7.442mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 5:42:05 PM	1	1	TC	13.67	39.86	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 5:45:42 PM	1	2	TC	13.63	39.76	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/15/2015 5:49:25 PM	1	3	TC	13.48	39.38	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:53:30 PM	1	1	IC	4.068	9.807	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	1	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:56:22 PM	1	2	IC	3.778	9.065	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 5:59:17 PM	1	3	IC	3.685	8.828	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 6:02:14 PM	1	4	IC	3.469	8.275	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	0	50	10.00	
Unknown	TOC	AOP1501E005		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/15/2015 6:05:12 PM	1	5	IC	3.349	7.968	TOC:30.94mg/L TC:39.67mg/L IC:8.723mg/L	1	50	10.00	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.365 / Control within range!	1/15/2015 6:13:17 PM	1	1	TC	34.52	9.297	TC:9.365mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.365 / Control within range!	1/15/2015 6:17:11 PM	1	2	TC	35.14	9.455	TC:9.365mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.365 / Control within range!	1/15/2015 6:21:09 PM	1	3	TC	34.70	9.343	TC:9.365mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.64 / Control within range!	1/15/2015 6:29:26 PM	1	1	IC	41.96	10.67	IC:10.64mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.64 / Control within range!	1/15/2015 6:32:29 PM	1	2	IC	41.67	10.60	IC:10.64mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.64 / Control within range!	1/15/2015 6:35:38 PM	1	3	IC	41.93	10.66	IC:10.64mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.330 / Control within range!	1/16/2015 3:55:23 PM	1	1	TC	33.31	8.989	TC:9.330mg/L	1	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.330 / Control within range!	1/16/2015 3:59:21 PM	1	2	TC	34.77	9.361	TC:9.330mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.330 / Control within range!	1/16/2015 4:03:21 PM	1	3	TC	34.72	9.348	TC:9.330mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.330 / Control within range!	1/16/2015 4:07:17 PM	1	4	TC	34.46	9.282	TC:9.330mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.87 / Control within range!	1/16/2015 4:16:46 PM	1	1	IC	42.65	10.85	IC:10.87mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.87 / Control within range!	1/16/2015 4:20:25 PM	1	2	IC	42.91	10.91	IC:10.87mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.87 / Control within range!	1/16/2015 4:24:00 PM	1	3	IC	42.69	10.86	IC:10.87mg/L	0	50	1.000	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 4:35:16 PM	1	1	TC	100.4	260.8	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	0	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 4:39:27 PM	1	2	TC	98.64	256.3	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	0	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 4:44:29 PM	1	3	TC	105.1	272.8	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	1	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 4:48:47 PM	1	4	TC	98.97	257.1	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	0	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 4:52:49 PM	1	1	IC	1.826	4.074	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	0	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 4:55:35 PM	1	2	IC	1.815	4.046	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	0	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 4:58:24 PM	1	3	IC	2.116	4.815	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	0	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 5:01:16 PM	1	4	IC	2.431	5.621	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	1	50	10.00	
Unknown	TOC	AOP1501G001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 5:04:10 PM	1	5	IC	2.937	6.915	TOC:253.8mg/L TC:258.1mg/L IC:4.312mg/L	1	50	10.00	
Unknown	TOC	AOP1501G002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:15:42 PM	1	1	TC	152.7	394.0	TOC:258.8mg/L TC:392.0mg/L IC:133.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:19:57 PM	1	2	TC	152.7	394.0	TOC:258.8mg/L TC:392.0mg/L IC:133.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:24:08 PM	1	3	TC	150.4	388.1	TOC:258.8mg/L TC:392.0mg/L IC:133.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 5:28:29 PM	1	1	IC	52.60	133.9	TOC:258.8mg/L TC:392.0mg/L IC:133.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 5:31:38 PM	1	2	IC	52.27	133.1	TOC:258.8mg/L TC:392.0mg/L IC:133.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 5:34:48 PM	1	3	IC	52.14	132.7	TOC:258.8mg/L TC:392.0mg/L IC:133.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:46:04 PM	1	1	TC	168.5	434.2	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	1	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:50:10 PM	1	2	TC	164.3	423.5	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	0	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:54:16 PM	1	3	TC	160.1	412.9	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	0	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 5:58:31 PM	1	4	TC	158.7	409.3	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	0	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:03:20 PM	1	1	IC	64.12	163.4	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	1	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:06:29 PM	1	2	IC	60.98	155.3	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	1	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:09:44 PM	1	3	IC	59.08	150.5	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	0	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:12:59 PM	1	4	IC	55.17	140.5	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	0	50	10.00	
Unknown	TOC	AOP1501G003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:16:44 PM	1	5	IC	55.48	141.3	TOC:271.1mg/L TC:415.2mg/L IC:144.1mg/L	0	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 6:27:59 PM	1	1	TC	203.1	522.4	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	1	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 6:32:08 PM	1	2	TC	193.0	496.7	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	1	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 6:36:15 PM	1	3	TC	179.8	463.0	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 6:40:26 PM	1	4	TC	169.0	435.5	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 6:44:36 PM	1	5	TC	160.2	413.1	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:49:31 PM	1	1	IC	97.16	247.9	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	1	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:53:11 PM	1	2	IC	87.03	222.0	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	1	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 6:56:55 PM	1	3	IC	76.99	196.3	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 7:00:10 PM	1	4	IC	68.36	174.2	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501G004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 7:03:52 PM	1	5	IC	63.28	161.2	TOC:260.0mg/L TC:437.2mg/L IC:177.2mg/L	0	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:15:05 PM	1	1	TC	158.6	409.0	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	0	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:19:31 PM	1	2	TC	156.6	403.9	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	0	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:23:45 PM	1	3	TC	130.7	338.0	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	1	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:28:20 PM	1	4	TC	154.1	397.6	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	0	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 7:32:33 PM	1	1	IC	10.74	26.87	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	0	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 7:35:32 PM	1	2	IC	10.34	25.85	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	0	50	10.00	
Unknown	TOC	AOP1501F001		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 7:38:31 PM	1	3	IC	10.55	26.38	TOC:377.1mg/L TC:403.5mg/L IC:26.37mg/L	0	50	10.00	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:49:48 PM	1	1	TC	188.0	483.9	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	0	50	10.00	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:54:00 PM	1	2	TC	186.6	480.4	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	0	50	10.00	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 7:58:20 PM	1	3	TC	183.3	471.9	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	0	50	10.00	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:02:34 PM	1	1	IC	24.56	62.21	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	1	50	10.00	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:05:41 PM	1	2	IC	22.55	57.07	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	0	50	10.00	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:08:46 PM	1	3	IC	23.00	58.22	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	0	50	10.00	
