Determination start,Ident,Sample type,Method name,User (short name),Info 1,Anions.Chloride.Concentration,Anions.Bromide.Concentration,Anions.Sulfate.Concentration,Anions.Iodide.Concentration,Organic Acids.Formic acid.Concentration,Organic Acids.Acetic acid.Concentration,Organic Acids.Propionic acid.Concentration,Organic Acids.Butyrate.Concentration
2014-12-15 17:55:51 UTC-7,IPCs,Sample,Cenovus anions,Lifeng,,98.620,4.908,4.886,4.891,,,,
2014-12-15 16:48:21 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.032,,,,,
2014-12-15 15:57:19 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.021,,,,,
2014-12-15 14:51:43 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.692,0.083,0.079,0.095,,,,
2014-12-15 13:34:24 UTC-7,Standard 2,Standard 2,Cenovus anions,Lifeng,,4.634,0.126,0.139,0.144,,,,
2014-12-15 12:28:45 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.500,0.050,0.050,0.050,,,,
2014-12-15 11:21:12 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,1.989,,0.407,,,,
2014-12-13 10:14:30 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.033,,,,,
2014-12-13 09:08:43 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,50.777,4.973,5.068,4.963,,,,
2014-12-13 08:02:57 UTC-7,CVE1412A007,Sample,Cenovus anions,Lifeng,20X dilution,130.294,0.645,1.294,,,,,
2014-12-13 06:57:11 UTC-7,CVE1412A006-D,Sample,Cenovus anions,Lifeng,20 x dilution,133.251,0.656,0.105,,,,,
2014-12-13 05:51:23 UTC-7,CVE1412A006,Sample,Cenovus anions,Lifeng,20 x dilution,133.617,0.659,0.107,,,,,
2014-12-13 04:45:34 UTC-7,CVE1412A003,Sample,Cenovus anions,Lifeng,20 x dilution,119.319,1.374,0.867,0.739,,,,
2014-12-13 03:39:47 UTC-7,CVE1412A002,Sample,Cenovus anions,Lifeng,20 x dilution,126.531,1.176,0.216,0.554,,,,
2014-12-13 02:34:00 UTC-7,CVE1412A001,Sample,Cenovus anions,Lifeng,20 x dilution,132.596,0.660,0.248,,,,,
2014-12-13 01:28:15 UTC-7,LFB,Sample,Cenovus anions,Lifeng,,9.920,1.949,1.960,1.990,,,,
2014-12-13 00:22:29 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,47.768,4.905,5.015,4.918,,,,
2014-12-12 23:16:45 UTC-7,LRB,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-12 22:10:58 UTC-7,IPC,Sample,Cenovus anions,Lifeng,,99.651,4.927,4.928,4.913,,,,
2014-12-12 21:05:12 UTC-7,Standard 6,Standard 6,Cenovus anions,Lifeng,,200.004,10.031,10.030,10.037,,,,
2014-12-12 19:59:24 UTC-7,Standard 5,Standard 5,Cenovus anions,Lifeng,,100.004,5.014,5.017,5.021,,,,
2014-12-12 18:53:38 UTC-7,Standard 4,Standard 4,Cenovus anions,Lifeng,,49.999,2.003,2.003,2.002,,,,
2014-12-12 17:47:51 UTC-7,Satandard 3,Standard 3,Cenovus anions,Lifeng,,25.000,0.500,0.500,0.500,,,,
2014-12-12 16:42:07 UTC-7,Standard 2,Standard 2,Cenovus anions,Lifeng,,5.000,0.100,0.100,0.100,,,,
2014-12-12 15:36:31 UTC-7,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.500,0.050,0.050,0.050,,,,
2014-12-12 14:30:39 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-12 14:16:35 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 17:44:30 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 17:31:52 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 17:12:35 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:57:46 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:45:01 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:36:29 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:16:17 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:12:24 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 16:09:01 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-12-11 15:39:28 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-26 14:35:40 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.005,,,,,
2014-11-26 14:02:49 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.006,,,,,
2014-11-26 13:29:54 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-26 10:41:11 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.009,,,,,
2014-11-26 10:08:18 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.007,,,,,
2014-11-26 09:33:29 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-25 15:32:57 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.108,,,,,
2014-11-25 14:27:16 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,53.020,5.145,5.249,5.099,,,,
2014-11-25 13:01:13 UTC-7,CVE3,Sample,Cenovus anions,Lifeng,about 90x dilution,,,,,,,,
2014-11-25 11:54:21 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,0.148,,0.152,0.173,,,,
2014-11-25 11:09:44 UTC-7,CVE3,Sample,Cenovus anions,Lifeng,about 90x dilution,,,,,,,,
2014-11-25 10:03:57 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,,,,,,,,
2014-11-25 08:58:31 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-11-24 18:03:23 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,,,,,,,,
2014-11-24 16:57:47 UTC-7,CVE3,Sample,Cenovus anions,Lifeng,40 x dilution,,0.040,0.013,,,,,
2014-11-24 15:51:58 UTC-7,QCs,Check standard 1,Cenovus anions,Lifeng,,,,,,,,,
2014-11-24 14:44:19 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.115,,,,,
2014-10-17 16:23:57 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.088,,0.010,,,,,
2014-10-17 15:18:13 UTC-6,CVE3-40,Sample,Cenovus anions,Lifeng,40xDiluted,145.830,1.097,0.061,0.439,,,,
2014-10-17 14:08:09 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.707,4.928,5.315,4.813,,,,
2014-10-17 13:02:22 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.895,1.914,1.894,1.903,,,,
2014-10-17 11:56:37 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.084,,0.014,,,,,
2014-10-17 10:50:51 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,98.843,4.841,4.815,4.800,,,,
2014-10-17 09:45:20 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.330,0.089,0.031,1.612,,,,
2014-10-17 09:39:15 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 09:32:58 UTC-6,mq,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 09:27:35 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 08:16:27 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 06:16:05 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 05:10:21 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 04:04:24 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 02:58:39 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-17 01:52:54 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.090,,,,,,,
2014-10-17 00:47:08 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.094,,0.008,,,,,
2014-10-16 23:41:21 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.098,,0.024,,,,,
2014-10-16 22:35:36 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.115,,0.061,,,,,
2014-10-16 21:29:47 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,0.094,,0.011,,,,,
2014-10-16 20:23:50 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,0.033,,,,,
2014-10-16 19:18:05 UTC-6,CVE-3,Sample,Cenovus anions,Lifeng,20xDiluted,293.066,2.226,0.069,0.838,,,,
2014-10-16 18:12:16 UTC-6,CVE-1-Dup,Sample,Cenovus anions,Lifeng,20XDiluted,128.319,1.103,2.132,0.479,,,,
2014-10-16 17:06:28 UTC-6,CVE-1,Sample,Cenovus anions,Lifeng,20XDILUTION,126.209,1.087,2.129,0.480,,,,
2014-10-16 16:00:43 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.400,4.897,4.960,4.896,,,,
2014-10-16 14:54:56 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.871,1.926,1.916,1.937,,,,
2014-10-16 13:49:10 UTC-6,Blank,Sample,Cenovus anions,Lifeng,,,,0.009,,,,,
2014-10-16 12:43:24 UTC-6,IPC,Sample,Cenovus anions,Lifeng,,98.840,4.860,4.822,4.873,,,,
2014-10-16 11:35:58 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.354,,,,,,
2014-10-16 08:43:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.092,,0.010,,,,,
2014-10-15 17:06:02 UTC-6,QCS,Sample,Cenovus anions,Lifeng,,50.446,4.902,4.979,4.887,,,,
2014-10-15 16:11:04 UTC-6,CVE#2SPH,Sample,Cenovus anions,Lifeng,20X Dilution Spiked with Hexane Extraction,129.954,1.636,0.411,1.014,,,,
2014-10-15 15:16:05 UTC-6,CVE#2SP,Sample,Cenovus anions,Lifeng,20x Dilution Spiked,129.376,1.628,0.402,1.013,,,,
2014-10-15 14:21:05 UTC-6,CVE#2AH,Sample,Cenovus anions,Lifeng,20X Dilution with Hexane Extraction,118.004,1.287,0.220,0.576,,,,
2014-10-15 13:26:06 UTC-6,CVE#2A,Sample,Cenovus anions,Lifeng,20x Dilution,121.412,1.185,0.211,0.586,,,,
2014-10-15 12:31:08 UTC-6,QCS,Sample,Cenovus anions,Lifeng,,50.490,4.905,4.987,4.930,,,,
2014-10-15 11:34:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.605,0.004,0.107,,,,
2014-10-15 03:37:06 UTC-6,QCS,Check standard 1,Cenovus anions,Lifeng,,50.372,4.880,4.952,4.904,,,,
2014-10-15 02:42:10 UTC-6,MDL10,Sample,Cenovus anions,Lifeng,6ppb MDL,0.092,0.024,0.013,0.043,,,,
2014-10-15 01:47:13 UTC-6,MDL9,Sample,Cenovus anions,Lifeng,6ppb MDL,0.094,0.025,0.016,0.045,,,,
2014-10-15 00:52:16 UTC-6,MDL8,Sample,Cenovus anions,Lifeng,6ppb MDL,0.092,0.024,0.013,0.043,,,,
2014-10-14 23:57:16 UTC-6,MDL7,Sample,Cenovus anions,Lifeng,6ppb MDL,0.093,0.024,0.014,0.044,,,,
2014-10-14 23:02:18 UTC-6,MDL6,Sample,Cenovus anions,Lifeng,6ppb MDL,0.098,0.024,0.016,0.044,,,,
2014-10-14 22:07:21 UTC-6,MDL5,Sample,Cenovus anions,Lifeng,6ppb MDL,0.099,0.025,0.015,0.044,,,,
2014-10-14 21:12:22 UTC-6,MDL4,Sample,Cenovus anions,Lifeng,6ppb MDL,0.092,0.023,0.014,0.044,,,,
2014-10-14 20:17:21 UTC-6,MDL3,Sample,Cenovus anions,Lifeng,6ppb MDL,0.093,0.024,0.012,0.045,,,,
2014-10-14 19:22:25 UTC-6,MDL2,Sample,Cenovus anions,Lifeng,6ppb MDL,0.093,0.024,0.012,0.043,,,,
2014-10-14 18:27:28 UTC-6,MDL1,Sample,Cenovus anions,Lifeng,6ppb MDL,0.091,0.023,0.011,0.043,,,,
2014-10-14 17:32:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.081,,0.008,,,,,
2014-10-14 16:59:43 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-14 16:02:57 UTC-6,MDL3,Sample,Cenovus anions,Lifeng,6ppb MDL,0.084,0.051,0.019,0.044,,,,
2014-10-14 15:14:00 UTC-6,MDL2,Sample,Cenovus anions,Lifeng,6ppb MDL,,0.052,0.016,,,,,
2014-10-14 14:25:04 UTC-6,MDL1,Sample,Cenovus anions,Lifeng,6ppb MDL,0.086,0.048,0.017,,,,,
2014-10-14 13:36:17 UTC-6,QCS,Check standard 1,Cenovus anions,Lifeng,,50.388,4.882,4.958,4.889,,,,
2014-10-14 13:03:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2014-10-10 15:50:37 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.088,0.042,0.012,,,,,
2014-10-10 15:01:46 UTC-6,PCE CVE2 SPIKD,Sample,Cenovus anions,Lifeng,pce extract spiked,123.910,1.544,0.634,0.938,,,,
2014-10-10 14:12:55 UTC-6,PCE CVE2,Sample,Cenovus anions,Lifeng,pce ectracted,116.834,1.125,0.197,0.559,,,,
2014-10-10 11:58:32 UTC-6,Blank,Sample,Cenovus anions,Lifeng,Blank for LFB recovery,,,,,,,,
2014-10-10 11:05:58 UTC-6,PCE STD3 DUP,Sample,Cenovus anions,Lifeng,,24.937,0.503,0.501,0.497,,,,
2014-10-10 10:17:10 UTC-6,PCE STD3,Sample,Cenovus anions,Lifeng,,25.021,0.497,0.485,0.490,,,,
2014-10-10 09:28:28 UTC-6,STD5 READBACK,Sample,Cenovus anions,Lifeng,,99.303,4.896,4.873,4.875,,,,
2014-10-10 08:53:49 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.820,,,,,,
2014-10-09 15:54:03 UTC-6,MQ,Sample,Cenovus anions,Lifeng,Contamination check,,,0.007,,,,,
2014-10-09 15:05:13 UTC-6,STD5-READBACK,Sample,Cenovus anions,Lifeng,,100.096,4.960,4.959,4.975,,,,
2014-10-09 14:08:31 UTC-6,STD6,Standard 6,Cenovus anions,Lifeng,,199.988,10.024,10.038,10.020,,,,
2014-10-09 13:19:44 UTC-6,STD5,Standard 5,Cenovus anions,Lifeng,,100.009,5.012,5.019,5.008,,,,
2014-10-09 12:30:56 UTC-6,MQ,Standard 4,Cenovus anions,Lifeng,,49.999,2.001,2.007,2.001,,,,
2014-10-09 11:42:09 UTC-6,STD3,Standard 3,Cenovus anions,Lifeng,,25.000,0.499,0.498,0.500,,,,
2014-10-09 10:53:21 UTC-6,STD2,Standard 2,Cenovus anions,Lifeng,,5.000,0.100,0.100,0.100,,,,
2014-10-09 10:04:42 UTC-6,STD1,Standard 1,Cenovus anions,Lifeng,try MQ to finish flush,2.500,0.050,0.050,0.050,,,,
2014-10-09 09:29:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,Run standards,,invalid,,,,,,
2014-10-08 13:45:19 UTC-6,MQ,Sample,Cenovus anions,Lifeng,try MQ to finish flush,invalid,,,,,,,
2014-10-08 13:12:20 UTC-6,STD4,Sample,Cenovus anions,Lifeng,try retention time,invalid,,,,,,,
2014-10-08 12:58:45 UTC-6,MQ,Sample,Cenovus anions,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-08 12:05:47 UTC-6,STD5,Sample,Cenovus anions,Lifeng,try retention time,invalid,,,,,,,
2014-10-08 11:55:58 UTC-6,MQ,Sample,Cenovus anions,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-08 11:01:07 UTC-6,STD2,Sample,Cenovus anions,Lifeng,try retention time,invalid,,,,,,,
2014-10-08 10:01:09 UTC-6,MQ,Sample,Cenovus anions,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-08 09:08:19 UTC-6,MQ,Sample,Cenovus anions,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-08 08:13:30 UTC-6,MQ,Sample,Cenovus anions,Lifeng,try MQ to finish flush,invalid,invalid,,,,,,
2014-10-07 17:59:25 UTC-6,MQ,Sample,Anions,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-07 17:43:45 UTC-6,MQ,Sample,Cenovus-Anions-test,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-07 17:36:49 UTC-6,MQ,Sample,Cenovus-Anions-test,Lifeng,try MQ to finish flush,,,,,,,,
2014-10-03 17:35:33 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:31:05 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:29:50 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 17:21:50 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:21:20 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 17:18:41 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:12:04 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:07:10 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:04:02 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 17:01:38 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:57:29 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:52:23 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:48:43 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:44:51 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:40:44 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:39:07 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:36:08 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:27:30 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:21:45 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:17:56 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:15:38 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:14:48 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:12:32 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:08:35 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:07:07 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:03:31 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:01:34 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 16:00:00 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:56:32 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:53:52 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:52:35 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:48:52 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:46:03 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:42:59 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:42:14 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:39:40 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:38:12 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:33:58 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:27:43 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:26:47 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:26:04 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:24:42 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:23:28 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:22:45 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:22:02 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:21:14 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:20:26 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:19:40 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:18:52 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:17:56 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:15:28 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:14:42 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:13:39 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:11:05 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:08:23 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 15:05:52 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 14:51:53 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 14:44:11 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 14:42:06 UTC-6,mq,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 13:14:50 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 13:10:18 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 12:53:55 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 12:52:47 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 12:51:01 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 12:40:19 UTC-6,mq,Sample,Anions,Lifeng,,,,,,,,,
2014-10-03 12:36:41 UTC-6,blank,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 12:32:22 UTC-6,blank,Sample,Anions-test,Lifeng,,,,,,,,,
2014-10-03 11:08:02 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-10-01 18:32:38 UTC-6,OSLI-UV-CaO-H2O2 +PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO with H2O2, 100x dilution, +PAC,,,,,13.785,155.917,3.214,111.353
2014-10-01 17:13:03 UTC-6,OSLI-UV-CaO-O3 +PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO plus O3 100x dilution +PAC,,,,,12.473,167.938,5.426,68.501
2014-10-01 15:53:28 UTC-6,OSLI-UV-HCL-120M-P2-H2O2-O3 +PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCL 120m permeate plus ozone, plus h2O2, 100x dilution +PAC,,,,,8.651,104.114,1.281,112.998
2014-10-01 14:33:53 UTC-6,OSLI-UV-HCl-120M-P2-O3+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl 120min UV + Ozone 100x dilution + PAC,,,,,4.785,88.296,2.854,105.246
2014-10-01 13:14:34 UTC-6,QC2014/09/26,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,20.795,21.489,20.440,57.011
2014-10-01 12:25:18 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,24.365,170.993
2014-09-29 14:16:55 UTC-6,HCL-120M-P2 +PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCL 120m permeate, 100x dilution +PAC,,,,,2.447,94.343,3.600,135.476
2014-09-29 12:57:21 UTC-6,OSLI-UV-HCl-FEED2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl Feed2 100x dilution + PAC,,,,,2.078,92.917,4.141,135.193
2014-09-29 11:38:01 UTC-6,QC2014/09/26,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,20.913,21.628,20.585,50.209
2014-09-29 10:48:41 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,20.990,188.004
2014-09-27 03:30:49 UTC-6,QC2014/09/26,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,20.944,21.643,20.584,42.460
2014-09-27 02:11:09 UTC-6,CaO-Feed2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO feed2 with PAC, 500x dilution,,,,,2.672,34.063,1.195,37.485
2014-09-27 00:51:29 UTC-6,CaO-H2O2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO with H2O2, +PAC, 500x dilution,,,,,3.044,31.973,0.683,47.660
2014-09-26 23:31:49 UTC-6,HCl-120M-P2-O3-H2O2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl with ozone and H2O2, +PAC, 500x dilution,,,,,1.854,21.081,0.303,41.933
2014-09-26 22:12:12 UTC-6,CaO-O3-H2O2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO plus ozone, plus H2O2, +PAC, 500x dilution,,,,,3.345,33.242,0.779,47.889
2014-09-26 20:52:34 UTC-6,HCl-120M-P2-O3+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCL 120M Permeate with ozone, +PAC, 500x diluiton,,,,,1.089,17.649,0.608,48.976
2014-09-26 19:32:59 UTC-6,CaO-O3+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO with ozone, +PAC 500x dilution,,,,,2.691,33.961,1.108,36.221
2014-09-26 18:13:23 UTC-6,HCL-120M-P2 +PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCL 120m permeate, 500x dilution +PAC,,,,,0.874,19.080,0.759,46.632
2014-09-26 16:53:49 UTC-6,OSLI-UV-HCl-FEED2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl Feed2 500x dilution + PAC,,,,,0.801,18.549,0.856,47.958
2014-09-26 15:20:02 UTC-6,QC 2014/09/26,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.999,21.348,20.209,42.339
2014-09-26 15:13:01 UTC-6,QC 2014/09/26,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,,,,
2014-09-26 13:50:32 UTC-6,OSLI-UV-CaO-FEED2+PAC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO Feed 50x dilution + PAC,,,,,22.456,334.436,10.990,-13.884
2014-09-26 12:31:09 UTC-6,QC 2014/06,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,33.888,70.950,74.977,93.871
